B(0.1)	54.326	12.10519595
B(1)	55.105	14.2085764
B(5)	72.507	24.9646025
B(10)	84.539	25.360258
S(0.1)	0.522	0.1303909475
S(1)	3.886	1.504121587
S(5)	19.848	10.60294531
S(10)	31.435	2.847998256
EXACT	307.65	10.98347
