B(0.1)	0.12463	0.26780	0.16763
B(1)	0.07449	0.10892	0.05196
B(5)	0.01232	0.02021	0.02846
B(10)	0.00833	0.01190	0.01175
S(0.1)	0.80071	0.72104	0.19600
S(1)	0.41251	0.34162	0.12414
S(5)	0.10138	0.11815	0.04300
S(10)	0.14434	0.15982	0.04948
