B(0.1)	0.740	0.864	0.369
B(1)	0.174	0.247	0.165
B(5)	0.061	0.080	0.041
B(10)	0.061	0.083	0.028
S(0.1)	1.151	1.314	0.360
S(1)	0.424	0.423	0.097
S(5)	0.195	0.202	0.041
S(10)	0.115	0.131	0.026
