B(0.1)	0.367	0.338	0.160
B(1)	0.063	0.099	0.065
B(5)	0.052	0.048	0.019
B(10)	0.038	0.042	0.010
S(0.1)	2.773	2.528	0.669
S(1)	0.783	0.798	0.343
S(5)	0.229	0.323	0.219
S(10)	0.208	0.317	0.149
