B(0.1)	0.0899	0.1350	0.0474
B(1)	0.0215	0.0331	0.0152
B(5)	0.0159	0.0193	0.0051
B(10)	0.0137	0.0106	0.0045
S(0.1)	0.9572	0.9271	0.3209
S(1)	0.2656	0.2242	0.0908
S(5)	0.0414	0.0462	0.0299
S(10)	0.0832	0.0493	0.0364
