B(0.1)	0.118	0.295	0.258
B(1)	0.078	0.114	0.045
B(5)	0.049	0.061	0.023
B(10)	0.034	0.032	0.021
S(0.1)	0.756	0.720	0.098
S(1)	0.316	0.307	0.055
S(5)	0.073	0.077	0.018
S(10)	0.052	0.065	0.015
