B(0.1)	59.357	9.678593193
B(1)	54.734	13.79784448
B(5)	66.380	21.63476299
B(10)	77.053	26.84932859
S(0.1)	0.445	0.132764165
S(1)	3.167	1.424683296
S(5)	13.569	3.819717791
S(10)	24.568	2.088753089
EXACT	291.108	1.659206746
