B(0.1)	0.955	1.076	0.483
B(1)	0.208	0.259	0.165
B(5)	0.116	0.130	0.070
B(10)	0.078	0.093	0.044
S(0.1)	1.261	1.307	0.514
S(1)	0.319	0.360	0.160
S(5)	0.246	0.287	0.076
S(10)	0.159	0.157	0.053
