B(0.1)	49.611	5.807117765
B(1)	57.418	15.27104829
B(5)	83.342	22.10131845
B(10)	108.529	26.94667677
S(0.1)	0.727	0.1702314922
S(1)	5.881	2.306013688
S(5)	26.410	7.033148912
S(10)	47.411	2.262713087
EXACT	495.92	12.3455
