B(0.1)	52.21	7.101043
B(1)	58.87	22.75415611
B(5)	84.70	25.31253609
B(10)	108.21	27.58846646
S(0.1)	1.01	0.01850000235
S(1)	5.11	0.3252630666
S(5)	24.19	1.866126539
S(10)	46.09	3.179610728
EXACT	472.22561	5.045737267
