B(0.1)	0.9580	1.0085	0.6208
B(1)	0.3880	0.4391	0.1697
B(5)	0.1099	0.1206	0.0716
B(10)	0.1027	0.0967	0.0623
S(0.1)	3.8499	3.3362	1.6189
S(1)	1.2596	1.2591	0.4748
S(5)	0.3803	0.4525	0.3251
S(10)	0.2910	0.3264	0.1570
