B(0.1)	61.1530	11.55665703
B(1)	103.7574	25.85452566
B(5)	127.6715	23.06018619
B(10)	154.3310	50.13400009
S(0.1)	2.4019	1.716465479
S(1)	42.8301	6.118745534
S(5)	51.7215	5.284777539
S(10)	67.5488	8.89452065
EXACT	241.54	6.789234
