,locality,mode,rss-mean,rss-std,size,time-mean,time-std
0,local,pandastest,7.8740979999999965,0.05091692108779972,original,107.03538256168366,2.3371399889171074
1,local,sparktest,0.8949700000000002,0.030646857880689563,original,37.485609436035155,0.36133863556750717
2,local,sparktest,0.8438459999999999,0.03512891831583796,medium,24.2266637802124,0.2816882604944485
3,local,sparktest,0.580168,0.010283956992742212,small,7.007555942535401,0.09916820476403179
4,local,pandastest,3.3777839999999997,0.011960161080070178,medium,50.60414690971375,1.446450985248872
5,local,pandastest,0.13686000000000004,0.009727134359982022,small,0.8211803531646729,0.03349274590305185
6,remote,sparktest,0.9968480000000004,0.047814865078226236,small,44.68532493591309,2.6712123849636207
7,remote,sparktest,1.033246,0.03221662778942652,medium,241.92353080749513,64.16832317051625
8,remote,sparktest,1.0286320000000002,0.033511688122449555,original,435.064891872406,80.00089198673422
